Transcript_Chr	Transcript_Start	Transcript_End	Strand	log2FoldChange	logCPM	P-value	FDR	DEG	Exposure	Sex	Stage	Transcript	Gene	Symbol	GeneType	TE_Chr	TE_Start	TE_End	TE_strand	subfamily	class	family	transcript_type
chr2	168215968	168215970	-	-0.026130395	0.108508963	0.901428022	1	FALSE	BPA10mg	F	adt	ENSMUST00000136582.1	ENSMUSG00000078919.10	Dpm1	protein_coding	chr2	168215937	168216114	+	B2_Mm1t	SINE	B2	retained_intron
chr7	80396352	80396354	-	-0.004569128	2.019280102	0.972345795	1	FALSE	BPA10mg	F	adt	ENSMUST00000146771.1	ENSMUSG00000030530.15	Furin	protein_coding	chr7	80396320	80396509	-	B2_Mm1a	SINE	B2	retained_intron
chr14	119007464	119007466	-	-0.159053111	0.086272189	0.585771617	1	FALSE	BPA10mg	F	adt	ENSMUST00000148022.7	ENSMUSG00000042104.18	Uggt2	protein_coding	chr14	119007424	119007620	+	ORR1D2	LTR	ERVL-MaLR	retained_intron
chr16	91926683	91926685	-	-0.129455062	2.653401975	0.581053588	1	FALSE	BPA10mg	F	adt	ENSMUST00000150642.7	ENSMUSG00000022956.11	Atp5o	protein_coding	chr16	91926633	91926787	+	B3	SINE	B2	retained_intron
chr6	31430681	31430683	+	-0.144768333	3.021915158	0.570268355	1	FALSE	BPA10mg	F	adt	ENSMUST00000150949.7	ENSMUSG00000025609.15	Mkln1	protein_coding	chr6	31430480	31430874	+	MTB	LTR	ERVL-MaLR	processed_transcript
chr5	115479937	115479939	-	-0.101731842	0.290370869	0.701360676	1	FALSE	BPA10mg	F	adt	ENSMUST00000154729.1	ENSMUSG00000029524.16	Sirt4	protein_coding	chr5	115479928	115480087	+	B2_Mm2	SINE	B2	retained_intron
chr6	38559214	38559216	+	-0.162612911	0.079562074	0.522788564	1	FALSE	BPA10mg	F	adt	ENSMUST00000162530.1	ENSMUSG00000029823.16	Luc7l2	protein_coding	chr6	38559054	38559476	-	Tigger10	DNA	TcMar-Tigger	retained_intron
chr6	141652254	141652256	+	-0.101924226	0.689032788	0.627086179	1	FALSE	BPA10mg	F	adt	ENSMUST00000162675.1	ENSMUSG00000030236.10	Slco1b2	protein_coding	chr6	141652132	141652270	-	B1_Mur3	SINE	Alu	retained_intron
chr14	105114460	105114462	-	-0.134042818	0.264513178	0.551224864	1	FALSE	BPA10mg	F	adt	ENSMUST00000164319.1	ENSMUSG00000091509.7	Gm17066	processed_transcript	chr14	105114453	105114585	-	L1MEg	LINE	L1	processed_transcript
chr4	45874210	45874212	+	-0.127662022	2.726707071	0.583726969	1	FALSE	BPA10mg	F	adt	ENSMUST00000165478.1	ENSMUSG00000028327.14	Stra6l	protein_coding	chr4	45873954	45874255	-	MTE2a	LTR	ERVL-MaLR	retained_intron
chr17	36272246	36272248	-	-0.031710291	0.456807246	0.898661629	1	FALSE	BPA10mg	F	adt	ENSMUST00000172832.1	ENSMUSG00000045409.16	Trim39	protein_coding	chr17	36272020	36272580	-	MT2B2	LTR	ERVL	retained_intron
chr15	77399109	77399111	-	-0.079787589	5.37466478	0.733142043	1	FALSE	BPA10mg	F	adt	ENSMUST00000176074.8	ENSMUSG00000010601.14	Apol7a	protein_coding	chr15	77398826	77399187	-	MT2B1	LTR	ERVL	protein_coding
chr10	39895820	39895822	-	-0.064498328	0.713789841	0.835526284	1	FALSE	BPA10mg	F	adt	ENSMUST00000178045.7	ENSMUSG00000096687.7	Mfsd4b4	protein_coding	chr10	39895815	39896931	-	MTC-int	LTR	ERVL-MaLR	protein_coding
chr16	23226020	23226022	+	-0.059415132	6.554118929	0.572370266	1	FALSE	BPA10mg	F	adt	ENSMUST00000178797.7	ENSMUSG00000022885.16	St6gal1	protein_coding	chr16	23225985	23226048	+	MER5A1	DNA	hAT-Charlie	protein_coding
chr8	22480290	22480292	+	-0.048823357	1.881193847	0.661444357	1	FALSE	BPA10mg	F	adt	ENSMUST00000180411.2	ENSMUSG00000097042.2	Gm17491	sense_intronic	chr8	22480288	22480404	-	B4A	SINE	B4	sense_intronic
chr7	119514301	119514303	-	-0.137445489	0.156410209	0.5543651	1	FALSE	BPA10mg	F	adt	ENSMUST00000182878.1	ENSMUSG00000098014.1	Gm26967	sense_intronic	chr7	119514121	119514392	-	B4	SINE	B4	sense_intronic
chr6	3988918	3988920	-	-0.035264654	2.599844551	0.803789617	1	FALSE	BPA10mg	F	adt	ENSMUST00000183682.2	ENSMUSG00000029664.10	Tfpi2	protein_coding	chr6	3988738	3989075	-	RMER5	LTR	ERV1	protein_coding
chr16	56005191	56005193	+	-0.198681544	0.949602844	0.554497372	1	FALSE	BPA10mg	F	adt	ENSMUST00000184618.1	ENSMUSG00000022601.11	Zbtb11	protein_coding	chr16	56005087	56005221	-	B1_Mur2	SINE	Alu	retained_intron
chr1	119599239	119599241	-	-0.063236055	0.501178386	0.839303726	1	FALSE	BPA10mg	F	adt	ENSMUST00000185467.1	ENSMUSG00000026383.14	Epb41l5	protein_coding	chr1	119599229	119599379	+	RMER20A	LTR	ERVK	retained_intron
chr1	60105343	60105345	+	-0.083660361	1.538564651	0.588374467	1	FALSE	BPA10mg	F	adt	ENSMUST00000187978.6	ENSMUSG00000026017.13	Carf	protein_coding	chr1	60105292	60105617	-	MER74A	LTR	ERVL	protein_coding
chr7	67579749	67579751	-	-0.097781241	1.233351242	0.788502202	1	FALSE	BPA10mg	F	adt	ENSMUST00000190115.6	ENSMUSG00000030556.13	Lrrc28	protein_coding	chr7	67579233	67580601	+	Lx7	LINE	L1	processed_transcript
chr9	83948780	83948782	+	-0.023379898	2.480581801	0.897571218	1	FALSE	BPA10mg	F	adt	ENSMUST00000190166.6	ENSMUSG00000032263.14	Bckdhb	protein_coding	chr9	83942963	83949452	+	IAPEz-int	LTR	ERVK	protein_coding
chr1	160978584	160978586	+	-0.031321383	1.589176238	0.880337677	1	FALSE	BPA10mg	F	adt	ENSMUST00000193477.1	ENSMUSG00000026715.12	Serpinc1	protein_coding	chr1	160978465	160978588	-	MER5A1	DNA	hAT-Charlie	retained_intron
chr3	81976201	81976203	-	-0.016906225	7.657827395	0.909334558	1	FALSE	BPA10mg	F	adt	ENSMUST00000193879.1	ENSMUSG00000028011.16	Tdo2	protein_coding	chr3	81976130	81977130	+	Lx2	LINE	L1	protein_coding
chr1	160987086	160987088	+	-0.013834921	3.467472638	0.896364728	1	FALSE	BPA10mg	F	adt	ENSMUST00000194777.1	ENSMUSG00000026715.12	Serpinc1	protein_coding	chr1	160986998	160987107	+	ID_B1	SINE	B4	retained_intron
chr9	107760562	107760564	-	-0.064960299	1.88964406	0.833517425	1	FALSE	BPA10mg	F	adt	ENSMUST00000194801.5	ENSMUSG00000032580.12	Rbm5	protein_coding	chr9	107760534	107760663	+	B1_Mm	SINE	Alu	retained_intron
chr3	34055428	34055430	-	-0.030816621	1.389943531	0.825777816	1	FALSE	BPA10mg	F	adt	ENSMUST00000198616.1	ENSMUSG00000105135.1	Gm43667	TEC	chr3	34055256	34055435	-	B3	SINE	B2	TEC
chr3	133474818	133474820	-	-0.190545493	0.45252611	0.564020863	1	FALSE	BPA10mg	F	adt	ENSMUST00000199381.1	ENSMUSG00000040943.12	Tet2	protein_coding	chr3	133474739	133474864	+	B1_Mus1	SINE	Alu	retained_intron
chr7	45570995	45570997	+	-0.026407558	2.101998263	0.893579555	1	FALSE	BPA10mg	F	adt	ENSMUST00000209204.1	ENSMUSG00000030826.19	Bcat2	protein_coding	chr7	45570815	45571028	-	LTR65	LTR	ERV1	protein_coding
chr7	140906041	140906043	+	-0.087228242	2.916796499	0.561837493	1	FALSE	BPA10mg	F	adt	ENSMUST00000209842.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	lincRNA
chr7	140906013	140906015	+	-0.138718626	1.399235916	0.551675949	1	FALSE	BPA10mg	F	adt	ENSMUST00000210080.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	lincRNA
chr7	140906047	140906049	+	-0.103935945	5.279846925	0.575597024	1	FALSE	BPA10mg	F	adt	ENSMUST00000210567.1	ENSMUSG00000109628.1	BC024386	processed_transcript	chr7	140905955	140906320	+	MLT2D	LTR	ERVL	retained_intron
chr7	45126536	45126538	-	-0.140807697	0.918523149	0.51225717	1	FALSE	BPA10mg	F	adt	ENSMUST00000210931.2	ENSMUSG00000074129.14	Rpl13a	protein_coding	chr7	45126498	45126564	-	MIRb	SINE	MIR	protein_coding
chr8	94680081	94680083	-	-0.039791685	1.717906072	0.863152326	1	FALSE	BPA10mg	F	adt	ENSMUST00000212555.1	ENSMUSG00000031775.5	Pllp	protein_coding	chr8	94679895	94680217	+	ORR1A2	LTR	ERVL-MaLR	processed_transcript
chr10	30606633	30606635	-	-0.013705689	4.400274262	0.85623604	1	FALSE	BPA10mg	F	adt	ENSMUST00000214634.1	ENSMUSG00000111080.1	Gm20300	lincRNA	chr10	30605899	30607606	+	L1_Mus2	LINE	L1	lincRNA
chr10	81563621	81563623	+	-0.103641021	1.34486553	0.63537957	1	FALSE	BPA10mg	F	adt	ENSMUST00000218690.1	ENSMUSG00000054452.10	Aes	protein_coding	chr10	81563560	81563663	+	MIR3	SINE	MIR	retained_intron
chr10	128007578	128007580	-	-0.196196271	-0.504053628	0.605246409	1	FALSE	BPA10mg	F	adt	ENSMUST00000219780.1	ENSMUSG00000025396.7	Hsd17b6	protein_coding	chr10	128007359	128007807	-	MLT2B3	LTR	ERVL	protein_coding
chr13	13862533	13862535	+	-0.021328099	0.023944974	0.925086819	1	FALSE	BPA10mg	F	adt	ENSMUST00000223012.1	ENSMUSG00000113811.1	Gm47882	lincRNA	chr13	13862223	13862746	-	RMER17B	LTR	ERVK	lincRNA
chr18	11844299	11844301	+	-0.157404729	0.173204088	0.673534309	1	FALSE	BPA10mg	F	adt	ENSMUST00000225430.1	ENSMUSG00000040957.15	Cables1	protein_coding	chr18	11844255	11844323	-	MIRc	SINE	MIR	processed_transcript
chr15	34481706	34481708	+	-0.032390316	0.515820626	0.831756705	1	FALSE	BPA10mg	F	adt	ENSMUST00000226218.1	ENSMUSG00000115300.1	Gm49188	TEC	chr15	34481655	34481708	+	RMER10A	LTR	ERVL	TEC
chr15	89258945	89258947	+	-0.044691336	1.692939697	0.857004671	1	FALSE	BPA10mg	F	adt	ENSMUST00000226875.1	ENSMUSG00000036561.8	Ppp6r2	protein_coding	chr15	89258844	89258989	-	B1_Mus2	SINE	Alu	retained_intron
chr15	55923401	55923403	+	-0.090056576	1.11391764	0.691044319	1	FALSE	BPA10mg	F	adt	ENSMUST00000227739.1	ENSMUSG00000115200.1	Gm46516	lincRNA	chr15	55923205	55923413	-	MIRb	SINE	MIR	lincRNA
chr15	31621971	31621973	+	-0.11631924	0.270144583	0.532617134	1	FALSE	BPA10mg	F	adt	ENSMUST00000227896.1	ENSMUSG00000114995.1	Gm49284	TEC	chr15	31621893	31622288	-	MTA_Mm	LTR	ERVL-MaLR	TEC
chr16	94246084	94246086	-	-0.109943319	1.100155322	0.764101775	1	FALSE	BPA10mg	F	adt	ENSMUST00000228910.1	ENSMUSG00000040820.16	Hlcs	protein_coding	chr16	94245951	94246284	-	ORR1D2	LTR	ERVL-MaLR	protein_coding
chr16	18941545	18941547	+	-0.025863637	1.155100982	0.901570785	1	FALSE	BPA10mg	F	adt	ENSMUST00000232419.1	ENSMUSG00000022702.16	Hira	protein_coding	chr16	18941160	18941567	-	RMER10A	LTR	ERVL	processed_transcript
chr18	30267248	30267250	+	-0.111351694	1.52946963	0.654761568	1	FALSE	BPA10mg	F	adt	ENSMUST00000234467.1	ENSMUSG00000117465.1	AC102496.1	lincRNA	chr18	30267211	30269257	+	RLTR4_MM-int	LTR	ERV1	lincRNA
chr8	40874947	40874949	+	7.05856356	5.168829196	5.55E-14	1.48E-11	TRUE	BPA10mg	F	adt	ENSMUST00000117077.7	ENSMUSG00000031596.15	Slc7a2	protein_coding	chr8	40874861	40875159	-	L1MB2	LINE	L1	protein_coding
chr1	24616196	24616198	-	2.467949568	11.49663188	7.85E-07	5.33E-05	TRUE	BPA10mg	F	adt	ENSMUST00000187117.1	ENSMUSG00000101249.1	Gm29216	unprocessed_pseudogene	chr1	24616184	24616803	-	L1_Mm	LINE	L1	unprocessed_pseudogene
chr3	121252862	121252864	-	3.072824422	2.364201873	4.03E-06	0.000219057	TRUE	BPA10mg	F	adt	ENSMUST00000155309.7	ENSMUSG00000028132.15	Tmem56	protein_coding	chr3	121252604	121253204	-	MT2B2	LTR	ERVL	protein_coding
chr15	35178920	35178922	-	3.249717591	0.524747807	6.24E-06	0.000321145	TRUE	BPA10mg	F	adt	ENSMUST00000226555.1	ENSMUSG00000022329.15	Stk3	protein_coding	chr15	35178744	35179140	-	MTA_Mm	LTR	ERVL-MaLR	protein_coding
chr1	130437190	130437192	-	1.169915551	0.691131279	6.34E-06	0.000325761	TRUE	BPA10mg	F	adt	ENSMUST00000130486.1	ENSMUSG00000086825.1	Gm15675	lincRNA	chr1	130437158	130437288	-	L1MC4	LINE	L1	lincRNA
chr7	14446768	14446770	-	2.180843266	4.281831799	6.41E-05	0.002377686	TRUE	BPA10mg	F	adt	ENSMUST00000125941.2	ENSMUSG00000030378.15	Sult2a8	protein_coding	chr7	14446740	14446865	+	RSINE1	SINE	B4	protein_coding
chr17	57219971	57219973	-	2.349821692	3.919364725	0.000225532	0.006795864	TRUE	BPA10mg	F	adt	ENSMUST00000176457.1	ENSMUSG00000024164.15	C3	protein_coding	chr17	57219939	57220079	-	RSINE1	SINE	B4	processed_transcript
chr5	123175914	123175916	-	0.772265383	3.132492698	0.00028124	0.008085198	FALSE	BPA10mg	F	adt	ENSMUST00000144679.1	ENSMUSG00000029445.13	Hpd	protein_coding	chr5	123175909	123175972	+	MamTip2	DNA	hAT-Tip100	protein_coding
chr14	69640273	69640275	-	2.466283039	1.019717633	0.000503002	0.012801772	FALSE	BPA10mg	F	adt	ENSMUST00000184034.7	ENSMUSG00000098975.7	Gm27177	antisense	chr14	69640070	69640356	+	B4A	SINE	B4	antisense
chr6	141946961	141946963	-	2.093301089	6.034372828	0.000811845	0.018553391	FALSE	BPA10mg	F	adt	ENSMUST00000042119.5	ENSMUSG00000041698.11	Slco1a1	protein_coding	chr6	141946772	141947184	-	MTD	LTR	ERVL-MaLR	protein_coding
chr15	7140541	7140543	+	1.815317774	-0.579780783	0.001302279	0.0266342	FALSE	BPA10mg	F	adt	ENSMUST00000226471.1	ENSMUSG00000054263.12	Lifr	protein_coding	chr15	7140329	7140713	+	MTC	LTR	ERVL-MaLR	protein_coding
chr6	141946809	141946811	-	1.701694687	6.113503313	0.001844175	0.034908882	FALSE	BPA10mg	F	adt	ENSMUST00000168119.7	ENSMUSG00000041698.11	Slco1a1	protein_coding	chr6	141946772	141947184	-	MTD	LTR	ERVL-MaLR	protein_coding
chr3	98763091	98763093	-	0.918517977	1.308921759	0.002101792	0.038654151	FALSE	BPA10mg	F	adt	ENSMUST00000125483.4	ENSMUSG00000062410.14	Hsd3b3	protein_coding	chr3	98762943	98763241	-	ORR1D1	LTR	ERVL-MaLR	processed_transcript
chr17	33952688	33952690	-	0.864927351	2.191057196	0.003377934	0.054398649	FALSE	BPA10mg	F	adt	ENSMUST00000174758.7	ENSMUSG00000008668.15	Rps18	protein_coding	chr17	33952619	33952766	-	B2_Mm2	SINE	B2	retained_intron
chr6	28214804	28214806	-	0.57814022	0.593905723	0.004672589	0.068818337	FALSE	BPA10mg	F	adt	ENSMUST00000201159.1	ENSMUSG00000106990.1	Gm42547	TEC	chr6	28214500	28214815	-	LTR16B	LTR	ERVL	TEC
chr17	35172818	35172820	-	0.655731977	2.246317984	0.00650211	0.086465942	FALSE	BPA10mg	F	adt	ENSMUST00000172693.7	ENSMUSG00000024397.14	Aif1	protein_coding	chr17	35172781	35172871	-	PB1	SINE	Alu	protein_coding
chr4	41182919	41182921	+	1.03725	1.466452638	0.007077689	0.091692135	FALSE	BPA10mg	F	adt	ENSMUST00000129874.1	ENSMUSG00000036241.3	Ube2r2	protein_coding	chr4	41182808	41182948	-	B1_Mur1	SINE	Alu	retained_intron
chr6	49082584	49082586	+	0.90400595	0.758291506	0.011412888	0.127381619	FALSE	BPA10mg	F	adt	ENSMUST00000139726.1	ENSMUSG00000029815.12	Malsu1	protein_coding	chr6	49082496	49082658	-	L1_Rod	LINE	L1	retained_intron
chr6	3988857	3988859	-	1.015745087	0.923634863	0.013445459	0.142397243	FALSE	BPA10mg	F	adt	ENSMUST00000203257.1	ENSMUSG00000029664.10	Tfpi2	protein_coding	chr6	3988738	3989075	-	RMER5	LTR	ERV1	protein_coding
chr7	14438550	14438552	-	0.437035131	8.845526372	0.014108789	0.147093098	FALSE	BPA10mg	F	adt	ENSMUST00000168252.8	ENSMUSG00000030378.15	Sult2a8	protein_coding	chr7	14438470	14438652	-	ID_B1	SINE	B4	protein_coding
chr5	130073325	130073327	+	0.884892601	2.907215321	0.016119242	0.160882662	FALSE	BPA10mg	F	adt	ENSMUST00000118993.7	ENSMUSG00000034118.15	Tpst1	protein_coding	chr5	130073315	130073522	+	ORR1B1	LTR	ERVL-MaLR	protein_coding
chr17	27636668	27636670	-	1.363940044	4.856910788	0.01839943	0.176359664	FALSE	BPA10mg	F	adt	ENSMUST00000114881.8	ENSMUSG00000052146.16	Rps10	protein_coding	chr17	27636614	27636693	-	PB1D7	SINE	Alu	protein_coding
chr15	7140548	7140550	+	0.431571042	7.119013774	0.018812031	0.178851225	FALSE	BPA10mg	F	adt	ENSMUST00000227727.1	ENSMUSG00000054263.12	Lifr	protein_coding	chr15	7140329	7140713	+	MTC	LTR	ERVL-MaLR	protein_coding
chr14	75190328	75190330	+	0.555585099	5.152661349	0.024841034	0.21504755	FALSE	BPA10mg	F	adt	ENSMUST00000131802.1	ENSMUSG00000021998.16	Lcp1	protein_coding	chr14	75190256	75190374	+	Plat_L3	LINE	CR1	protein_coding
chr6	129349963	129349965	+	0.397090233	2.413472746	0.02667828	0.224480507	FALSE	BPA10mg	F	adt	ENSMUST00000065289.5	ENSMUSG00000053063.11	Clec12a	protein_coding	chr6	129349732	129350001	-	RLTR9A3	LTR	ERVK	protein_coding
chr17	31152751	31152753	+	0.319137701	2.387549926	0.027112103	0.227349619	FALSE	BPA10mg	F	adt	ENSMUST00000146320.1	ENSMUSG00000086010.7	Gm15318	antisense	chr17	31152742	31152824	-	MTEb	LTR	ERVL-MaLR	antisense
chr11	69918303	69918305	-	0.284722367	1.79365053	0.031747511	0.251893308	FALSE	BPA10mg	F	adt	ENSMUST00000153652.7	ENSMUSG00000078812.10	Eif5a	protein_coding	chr11	69918277	69918446	+	ID_B1	SINE	B4	protein_coding
chr7	14436446	14436448	-	0.728998624	1.820782826	0.033598107	0.261176648	FALSE	BPA10mg	F	adt	ENSMUST00000211800.1	ENSMUSG00000030378.15	Sult2a8	protein_coding	chr7	14434749	14437916	+	Lx2B2	LINE	L1	protein_coding
chr8	85132288	85132290	-	0.530530187	3.141171744	0.045181838	0.315311717	FALSE	BPA10mg	F	adt	ENSMUST00000209823.1	ENSMUSG00000110386.1	Gm42031	lincRNA	chr8	85132260	85132938	-	RLTR19B	LTR	ERVK	lincRNA
chr17	26790774	26790776	+	0.711858869	0.277515138	0.045933696	0.317750974	FALSE	BPA10mg	F	adt	ENSMUST00000131362.1	ENSMUSG00000024191.14	Bnip1	protein_coding	chr17	26790750	26790846	+	PB1D7	SINE	Alu	retained_intron
chr2	33462352	33462354	-	1.587443963	3.036192301	0.046343116	0.319253447	FALSE	BPA10mg	F	adt	ENSMUST00000095035.2	ENSMUSG00000026788.13	Zbtb43	protein_coding	chr2	33462213	33462369	+	RMER15	LTR	ERVL	protein_coding
chr15	100681961	100681963	-	0.569380233	2.458418153	0.053333552	0.348075653	FALSE	BPA10mg	F	adt	ENSMUST00000230572.1	ENSMUSG00000023031.8	Cela1	protein_coding	chr15	100681848	100681978	-	B1_Mur2	SINE	Alu	protein_coding
chr6	72751913	72751915	-	0.495938825	1.293517183	0.057240413	0.363257838	FALSE	BPA10mg	F	adt	ENSMUST00000193564.1	ENSMUSG00000104501.1	Gm37736	TEC	chr6	72751867	72751979	+	B1_Mur3	SINE	Alu	TEC
chr10	62649752	62649754	-	0.922601371	2.572846614	0.058285119	0.367479909	FALSE	BPA10mg	F	adt	ENSMUST00000218372.1	ENSMUSG00000020076.7	Ddx50	protein_coding	chr10	62649749	62649863	+	L1MB3	LINE	L1	processed_transcript
chr8	123062987	123062989	+	0.338943391	3.929909227	0.064721416	0.388703052	FALSE	BPA10mg	F	adt	ENSMUST00000125975.7	ENSMUSG00000000738.18	Spg7	protein_coding	chr8	123062835	123063168	+	RLTR31D_MM	LTR	ERVK	protein_coding
chr7	141399427	141399429	+	0.995810405	3.535788339	0.067530826	0.397840185	FALSE	BPA10mg	F	adt	ENSMUST00000211759.1	ENSMUSG00000025503.5	Taldo1	protein_coding	chr7	141399322	141399475	-	ID_B1	SINE	B4	processed_transcript
chr7	75772045	75772047	-	0.285270468	1.66041573	0.070188726	0.405875816	FALSE	BPA10mg	F	adt	ENSMUST00000206358.1	ENSMUSG00000097415.2	AU020206	lincRNA	chr7	75770709	75772202	-	RLTR19-int	LTR	ERVK	lincRNA
chr11	75169518	75169520	-	0.349044495	1.481972819	0.070914235	0.40817524	FALSE	BPA10mg	F	adt	ENSMUST00000055619.4	ENSMUSG00000043099.4	Hic1	protein_coding	chr11	75169487	75169603	+	PB1D10	SINE	Alu	protein_coding
chr5	123172910	123172912	-	1.0389799	2.25220979	0.077267396	0.429341997	FALSE	BPA10mg	F	adt	ENSMUST00000155092.1	ENSMUSG00000029445.13	Hpd	protein_coding	chr5	123172851	123172922	+	B1_Mur1	SINE	Alu	processed_transcript
chr7	14438508	14438510	-	0.522618826	1.314264876	0.079723394	0.435751078	FALSE	BPA10mg	F	adt	ENSMUST00000210396.1	ENSMUSG00000030378.15	Sult2a8	protein_coding	chr7	14438470	14438652	-	ID_B1	SINE	B4	protein_coding
chr3	20108475	20108477	+	0.895931852	1.137676172	0.082201968	0.443310867	FALSE	BPA10mg	F	adt	ENSMUST00000155635.1	ENSMUSG00000002428.12	Hltf	protein_coding	chr3	20108378	20108525	+	B1_Mm	SINE	Alu	retained_intron
chr13	103920294	103920296	-	0.535820437	2.488495814	0.088270578	0.461818625	FALSE	BPA10mg	F	adt	ENSMUST00000188997.6	ENSMUSG00000021709.14	Erbin	protein_coding	chr13	103920194	103920302	+	LTR10_RN	LTR	ERVK	protein_coding
chr7	79924866	79924868	-	0.264944736	0.960645991	0.091293433	0.470534428	FALSE	BPA10mg	F	adt	ENSMUST00000206403.1	ENSMUSG00000108350.1	Gm44950	TEC	chr7	79924865	79924986	+	B1_Mm	SINE	Alu	TEC
chr3	88890434	88890436	+	0.502531433	0.050285383	0.099267295	0.493352999	FALSE	BPA10mg	F	adt	ENSMUST00000198113.1	ENSMUSG00000054199.17	Gon4l	protein_coding	chr3	88890426	88890573	-	B1_Mus2	SINE	Alu	retained_intron
chr4	94935620	94935622	+	0.383189093	0.533743125	0.107131098	0.512076712	FALSE	BPA10mg	F	adt	ENSMUST00000121965.1	ENSMUSG00000083179.3	Gm12693	processed_pseudogene	chr4	94935421	94935643	+	RLTR16	LTR	ERVK	processed_pseudogene
chr13	100246322	100246324	-	0.305255768	0.929557648	0.10817956	0.5143189	FALSE	BPA10mg	F	adt	ENSMUST00000049789.2	ENSMUSG00000071203.6	Naip5	protein_coding	chr13	100246249	100246432	-	MTC	LTR	ERVL-MaLR	protein_coding
chr13	9076450	9076452	-	0.62560479	0.634148882	0.117415489	0.537070352	FALSE	BPA10mg	F	adt	ENSMUST00000221989.1	ENSMUSG00000113543.1	Gm36264	lincRNA	chr13	9076196	9076925	+	Lx4B	LINE	L1	lincRNA
chr19	40223355	40223357	-	0.308377771	1.846918232	0.1195024	0.541738041	FALSE	BPA10mg	F	adt	ENSMUST00000182540.1	ENSMUSG00000055044.12	Pdlim1	protein_coding	chr19	40223345	40223489	-	B1_Mus1	SINE	Alu	retained_intron
chr11	118266047	118266049	-	0.691396381	0.640985151	0.132084814	0.570558845	FALSE	BPA10mg	F	adt	ENSMUST00000141647.7	ENSMUSG00000033909.17	Usp36	protein_coding	chr11	118265983	118266102	+	PB1D9	SINE	Alu	retained_intron
chr10	128000677	128000679	-	0.914313014	5.062976766	0.135430881	0.577907564	FALSE	BPA10mg	F	adt	ENSMUST00000026462.6	ENSMUSG00000025396.7	Hsd17b6	protein_coding	chr10	128000595	128000714	-	MT2A	LTR	ERVL	protein_coding
chr6	35205046	35205048	+	0.897905099	1.322036407	0.141922137	0.589949991	FALSE	BPA10mg	F	adt	ENSMUST00000201609.3	ENSMUSG00000038759.15	Nup205	protein_coding	chr6	35204857	35205062	-	Lx9	LINE	L1	processed_transcript
chr6	5220485	5220487	-	0.115328922	5.859132561	0.146464331	0.599511174	FALSE	BPA10mg	F	adt	ENSMUST00000203092.1	ENSMUSG00000107881.1	Gm44250	TEC	chr6	5220383	5220501	+	RLTR28	LTR	ERVL	TEC
chr5	150568587	150568589	+	0.348185316	0.600061425	0.146547605	0.599618867	FALSE	BPA10mg	F	adt	ENSMUST00000201165.1	ENSMUSG00000041147.10	Brca2	protein_coding	chr5	150568583	150568721	-	B1_Mm	SINE	Alu	retained_intron
chrX	152910119	152910121	-	0.251877489	4.858374194	0.160076874	0.627837969	FALSE	BPA10mg	F	adt	ENSMUST00000187973.1	ENSMUSG00000095597.2	Gm6472	transcribed_processed_pseudogene	chrX	152907040	152912611	-	Lx3B	LINE	L1	transcribed_processed_pseudogene
chr9	57634066	57634068	-	0.127183446	4.499756086	0.163463873	0.63401477	FALSE	BPA10mg	F	adt	ENSMUST00000217314.1	ENSMUSG00000032312.7	Csk	protein_coding	chr9	57633952	57634199	-	MIRb	SINE	MIR	protein_coding
chr10	75229854	75229856	+	0.125148714	3.932934168	0.167802785	0.641907981	FALSE	BPA10mg	F	adt	ENSMUST00000040105.7	ENSMUSG00000033444.14	Specc1l	protein_coding	chr10	75229632	75230440	+	ORR1D-int	LTR	ERVL-MaLR	protein_coding
chr8	71677550	71677552	+	0.75548289	1.443020531	0.17474593	0.653834593	FALSE	BPA10mg	F	adt	ENSMUST00000110012.1	ENSMUSG00000031805.17	Jak3	protein_coding	chr8	71677544	71677627	-	ID_B1	SINE	B4	protein_coding
chr1	63117117	63117119	+	0.292946893	0.632426614	0.175288019	0.654801962	FALSE	BPA10mg	F	adt	ENSMUST00000185480.1	ENSMUSG00000101599.1	Gm20342	lincRNA	chr1	63116996	63117139	-	B1_Mus1	SINE	Alu	lincRNA
chr8	41350036	41350038	-	0.379403022	3.740971751	0.183953532	0.670704106	FALSE	BPA10mg	F	adt	ENSMUST00000126561.7	ENSMUSG00000031591.14	Asah1	protein_coding	chr8	41350016	41350165	-	B1_Mus1	SINE	Alu	retained_intron
